nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Guangxi Acad Fishery Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Guangxi Acad Fishery Science,Guangxi Acad Fishery Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cent Mech Engn Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cent Mech Engineering Research Institute,Cent Mech Engn Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Guangdong Acad Modern Agr Equipment,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Guangdong Acad Modern Agricultural Equipment,Guangdong Acad Modern Agr Equipment,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Alliance Biovers Int & Int Ctr Trop Agr CIAT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Alliance Biovers Int & Int Center Trop Agricultural CIAT,Alliance Biovers Int & Int Ctr Trop Agr CIAT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
K Water Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,K Water Research Institute,K Water Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Chem,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Chem,Natl Inst Chem,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IFPRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,IFPRI,IFPRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Hellen Mil Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Hellen Mil Acad,Hellen Mil Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Pusa Indian Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR Pusa Indian Agricultural Research Institute,ICAR Pusa Indian Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Cent Potato Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR Cent Potato Research Institute,ICAR Cent Potato Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Indian Grassland & Fodder Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Indian Grassland & Fodder Research Institute,Indian Grassland & Fodder Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
USN ACAD,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,USN ACAD,USN ACAD,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Semiarido,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Semiarido,Embrapa Semiarido,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Shandong Acad Agr Machinery Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Shandong Acad Agricultural Machinery Science,Shandong Acad Agr Machinery Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INTA CONICET,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INTA CONICET,INTA CONICET,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kursk State Agr Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kursk State Agricultural Acad,Kursk State Agr Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Agrobiol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Agrobiol,Embrapa Agrobiol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cent Potato Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cent Potato Research Institute,Cent Potato Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Agr & Vet,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agricultural & Vet,Inst Nacl Invest Agr & Vet,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CIRAD UMR SENS,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CIRAD UMR SENS,CIRAD UMR SENS,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kazakh Res Inst Proc & Food Ind,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kazakh Research Institute Proc & Food Ind,Kazakh Res Inst Proc & Food Ind,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Environm Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Environment Research Institute,Natl Environm Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Telecommun,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Telecommun,Natl Inst Telecommun,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Agr & Food Res & Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Agricultural & Food Research & Technology,Natl Inst Agr & Food Res & Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Space Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Space Research,Natl Inst Space Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Res Inst Meteorol & Water Resources,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Research Institute Meteorol & Water Resources,Res Inst Meteorol & Water Resources,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Pediat,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Pediat,Inst Nacl Pediat,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Plant Protect Res Inst PPRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Plant Protect Research Institute PPRI,Plant Protect Res Inst PPRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Forestry,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Forestry,Embrapa Forestry,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Fisheries Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Fisheries Research Institute,Fisheries Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Pulses Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Pulses Research Institute,Pulses Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cent Arid Zone Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cent Arid Zone Research Institute,Cent Arid Zone Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Meteorol Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Meteorol Science,Natl Inst Meteorol Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Beijing Life Sci Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Beijing Life Science Acad,Beijing Life Sci Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ILVO Flanders Res Inst Agr Fisheries & Food,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ILVO Flanders Research Institute Agricultural Fisheries & Food,ILVO Flanders Res Inst Agr Fisheries & Food,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Korea Res Inst Stand & Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Korea Research Institute Stand & Science,Korea Res Inst Stand & Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IVL Swedish Environm Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,IVL Swedish Environment Research Institute,IVL Swedish Environm Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Indian Vet Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Indian Vet Research Institute,Indian Vet Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
NARO,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,NARO,NARO,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Plant Protect NARO,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Plant Protect NARO,Inst Plant Protect NARO,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
NUS Suzhou Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,NUS Suzhou Research Institute,NUS Suzhou Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Bati Akdeniz Agr Res Inst BATEM,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Bati Akdeniz Agricultural Research Institute BATEM,Bati Akdeniz Agr Res Inst BATEM,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Cholera & Enter Dis,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Cholera & Enter Dis,Natl Inst Cholera & Enter Dis,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Vegetable Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Vegetable Research Institute,Vegetable Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agr Informat Inst CAAS,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Informat Institute CAAS,Agr Informat Inst CAAS,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Zhengzhou Tobacco Res Inst CNTC,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Zhengzhou Tobacco Research Institute CNTC,Zhengzhou Tobacco Res Inst CNTC,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Blavatnik Family Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Blavatnik Family Research Institute,Blavatnik Family Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Clima Temperado,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Clima Temperado,Embrapa Clima Temperado,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Embrapa Pecuaria Sudeste,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Embrapa Pecuaria Sudeste,Embrapa Pecuaria Sudeste,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Portuguese Naval Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Portuguese Naval Acad,Portuguese Naval Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agr Res Org ARO Volcani Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Research Org ARO Volcani Institute,Agr Res Org ARO Volcani Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Kenya Agr & Livestock Res Org,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Kenya Agricultural & Livestock Research Org,Kenya Agr & Livestock Res Org,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA Balcarce,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA Balcarce,EEA INTA Balcarce,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA Marcos Juarez,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA Marcos Juarez,EEA INTA Marcos Juarez,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA Parana,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA Parana,EEA INTA Parana,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EEA INTA Pergamino,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EEA INTA Pergamino,EEA INTA Pergamino,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Plant Protect Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Plant Protect Research Institute,Plant Protect Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Int Crops Res Inst Semiarid Trop ICRI SAT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Int Crops Research Institute Semiarid Trop ICRI SAT,Int Crops Res Inst Semiarid Trop ICRI SAT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Iranian Natl Inst Oceanog & Atmospher Sci INIOAS,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Iranian National Institute Oceanog & Atmospher Science INIOAS,Iranian Natl Inst Oceanog & Atmospher Sci INIOAS,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Tecnol Agropecuaria,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Tecnol Agropecuaria,Inst Nacl Tecnol Agropecuaria,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
South African Sugarcane Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,South African Sugarcane Research Institute,South African Sugarcane Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Saga Prefectural Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Saga Prefectural Agricultural Research Institute,Saga Prefectural Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Chinese Res Inst Environm Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Chinese Research Institute Environment Science,Chinese Res Inst Environm Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CGIAR Platform Big Data Agr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CGIAR Platform Big Data Agricultural,CGIAR Platform Big Data Agr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Georgia Tech Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Georgia Technology Research Institute,Georgia Tech Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Sci Res & Technol ASRT,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Science Research & Technology ASRT,Acad Sci Res & Technol ASRT,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agricultural Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Acad,Agricultural Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Acad Informat & Commun Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Acad Informat & Commun Technology,China Acad Informat & Commun Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Unicom Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Unicom Research Institute,China Unicom Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INTA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INTA,INTA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agr Res Org Volcani Ctr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Research Org Volcani Center,Agr Res Org Volcani Ctr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Mobile JIUTIAN Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Mobile JIUTIAN Research Institute,China Mobile JIUTIAN Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
LLP Kazakh Sci Res Inst Rice Cultivat Named I Zhak,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,LLP Kazakh Science Research Institute Rice Cultivat Named I Zhak,LLP Kazakh Sci Res Inst Rice Cultivat Named I Zhak,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Natl Rech Agr Alimentat & Environm INRAE,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute National Rech Agricultural Alimentat & Environment INRAE,Inst Natl Rech Agr Alimentat & Environm INRAE,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INT RICE RES INST,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INT RICE Research Institute,INT RICE RES INST,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Int Acad Sci Francophone IASF,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Int Acad Science Francophone IASF,Int Acad Sci Francophone IASF,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Weifang Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Weifang Acad Agricultural Science,Weifang Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Xinjiang Res Inst Agr Arid Areas,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Xinjiang Research Institute Agricultural Arid Areas,Xinjiang Res Inst Agr Arid Areas,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
China Singapore Int Joint Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,China Singapore Int Joint Research Institute,China Singapore Int Joint Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inventure Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Inventure Acad,Inventure Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Agr Informat Inst Chinese Acad Agr Sci,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Agricultural Informat Institute Chinese Acad Agricultural Science,Agr Informat Inst Chinese Acad Agr Sci,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
ICAR Natl Acad Agr Res Management,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,ICAR National Acad Agricultural Research Management,ICAR Natl Acad Agr Res Management,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Cerrado Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Cerrado Agricultural Research Institute,Cerrado Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Romanian Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Romanian Acad,Romanian Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
King Fahad Naval Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,King Fahad Naval Acad,King Fahad Naval Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIRO Sustainable Ecosyst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIRO Sustainable Ecosyst,CSIRO Sustainable Ecosyst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Commonwealth Sci & Ind Res Org CSIRO,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Commonwealth Science & Ind Research Org CSIRO,Commonwealth Sci & Ind Res Org CSIRO,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Siddhartha Inst Med Sci & Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Siddhartha Institute Med Science & Research Institute,Siddhartha Inst Med Sci & Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Sapthagiri Inst Med Sci & Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Sapthagiri Institute Med Science & Research Institute,Sapthagiri Inst Med Sci & Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Rajasthan Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Rajasthan Agricultural Research Institute,Rajasthan Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Friends Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Friends Research Institute,Friends Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Ayub Agr Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Ayub Agricultural Research Institute,Ayub Agr Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Acad Educ,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Acad Educ,Natl Acad Educ,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Anim Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Anim Research Institute,Anim Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Agr Sci & Technol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Agricultural Science & Technology,Natl Inst Agr Sci & Technol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Green Power Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Green Power Research Institute,Green Power Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Forest Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Forest Research Institute,Forest Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Cent Drug Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR Cent Drug Research Institute,CSIR Cent Drug Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Bangladesh Rice Res Inst BRRI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Bangladesh Rice Research Institute BRRI,Bangladesh Rice Res Inst BRRI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Rice Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Rice Research Institute,Rice Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Child Dev Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Child Dev Research Institute,Child Dev Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Arab Acad Sci & Technol & Maritime Transport,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Arab Acad Science & Technology & Maritime Transport,Arab Acad Sci & Technol & Maritime Transport,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
EMBRAPA Trigo Researcher,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,EMBRAPA Trigo Researcher,EMBRAPA Trigo Researcher,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Int Maize & Wheat Improvement Ctr CIMMYT Zimbabwe,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Int Maize & Wheat Improvement Center CIMMYT Zimbabwe,Int Maize & Wheat Improvement Ctr CIMMYT Zimbabwe,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Water & Atmospher Res,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Water & Atmospher Research,Natl Inst Water & Atmospher Res,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Acad Sci Uzbek,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Acad Science Uzbek,Acad Sci Uzbek,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Res Inst Biol Farm Anim,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Research Institute Biol Farm Anim,Res Inst Biol Farm Anim,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CSIR Natl Inst Interdisciplinary Sci & Technol CSI,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CSIR National Institute Interdisciplinary Science & Technology CSI,CSIR Natl Inst Interdisciplinary Sci & Technol CSI,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
CHINESE ACAD PREVENT MED,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,CHINESE ACAD PREVENT MED,CHINESE ACAD PREVENT MED,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Agr,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Agricultural,Inst Nacl Invest Agr,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Acad Governance,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Acad Governance,Natl Acad Governance,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Geophys & Volcanol,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Geophys & Volcanol,Natl Inst Geophys & Volcanol,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
IITA,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,IITA,IITA,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Natl Inst Engn,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,National Institute Engineering,Natl Inst Engn,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Air Force Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Air Force Acad,Air Force Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
INT CROPS RES INST SEMI ARID TROP,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,INT CROPS Research Institute SEMI ARID TROP,INT CROPS RES INST SEMI ARID TROP,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Republ China Mil Acad,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Republ China Mil Acad,Republ China Mil Acad,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Inst Nacl Invest Forest Agr & Pecuarias,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Institute Nacl Invest Forest Agricultural & Pecuarias,Inst Nacl Invest Forest Agr & Pecuarias,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Seattle Childrens Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Seattle Childrens Research Institute,Seattle Childrens Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
LLP Kazakh Res Inst Agr & Plant Growing,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,LLP Kazakh Research Institute Agricultural & Plant Growing,LLP Kazakh Res Inst Agr & Plant Growing,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Fujian Elect Power Res Inst,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Fujian Elect Power Research Institute,Fujian Elect Power Res Inst,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
Italian Natl Inst Stat,manter_como_instituto_pesquisa,instituicoes,Instituto de Pesquisa,Italian National Institute Stat,Italian Natl Inst Stat,Pode ser instituição de pesquisa; não usar tipo Universidade sem revisão.,Média
