nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,observacao,confianca
Truva Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Truva Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cleveland Clin Fdn,mover_para_organizacoes,organizacoes,Hospital / fundação médica,Cleveland Clinic Foundation,Não é universidade.,Alta
Integris SW Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Integris SW Med Center,Não cadastrar como instituição de ensino principal.,Alta
Mid Ohio Heart Clin,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Mid Ohio Heart Clin,Não cadastrar como instituição de ensino principal.,Alta
William Beaumont Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,William Beaumont Hospital,Não cadastrar como instituição de ensino principal.,Alta
Warrack Hosp & Radiant Res,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Warrack Hospital & Radiant Research,Não cadastrar como instituição de ensino principal.,Alta
Cheikh Zaid Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Cheikh Zaid Hospital,Não cadastrar como instituição de ensino principal.,Alta
Minist Interior,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Interior,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
4 0 Serv & Agr Equipment Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,4 0 Serv & Agricultural Equipment Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
LUM Enterprise Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,LUM Enterprise Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Tata Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Tata Med Center,Não cadastrar como instituição de ensino principal.,Alta
Manipal Grp Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Manipal Grp Hospital,Não cadastrar como instituição de ensino principal.,Alta
ABzero srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ABzero srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Shandong Runyi Intelligent Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Shandong Runyi Intelligent Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Gangneung Asan Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Gangneung Asan Hospital,Não cadastrar como instituição de ensino principal.,Alta
Toyo Agr Machinery MFG Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Toyo Agricultural Machinery MFG Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Guangxi Mfg Syst & Adv Mfg Technol Key Lab,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Guangxi Mfg Syst & Adv Mfg Technology Key Lab,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Taijiang Agr Biotechnol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Taijiang Agricultural Biotechnol Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Rui Hua Biotechnol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Rui Hua Biotechnol Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Housing & Urban Rural Dev,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Housing & Urban Rural Dev,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
PrecisionAgX LLC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,PrecisionAgX LLC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Jiangsu Prov & Educ Minist Cosponsored Synergist I,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Jiangsu Prov & Educ Ministry Cosponsored Synergist I,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Inst Syst & Comp Engn Technol & Sci,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Institute Syst & Comp Engineering Technology & Science,Padrão de empresa privada ou centro de P&D corporativo.,Alta
GTB Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,GTB Hospital,Não cadastrar como instituição de ensino principal.,Alta
Govt Coll Yachuli,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt College Yachuli,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Inland Port & Shipping Ind Res Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Inland Port & Shipping Ind Research Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Wuhan Haizhicheng Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Wuhan Haizhicheng Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Kyushu Elect Power Co Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Kyushu Elect Power Co Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
South Carolina Dept Nat Resources,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,South Carolina Department Nat Resources,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Jianning Gen Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Jianning Gen Hospital,Não cadastrar como instituição de ensino principal.,Alta
Saatzucht Edelhof GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Saatzucht Edelhof GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Amigo Climate Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Amigo Climate Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Best Hlth Solut,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Best Health Solut,Não cadastrar como instituição de ensino principal.,Alta
Alexander Von Humboldt Univ Corp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Alexander Von Humboldt University Corp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
United Republ Tanzania Minist Hlth,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,United Republ Tanzania Ministry Health,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Bharatpur Eye Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Bharatpur Eye Hospital,Não cadastrar como instituição de ensino principal.,Alta
Aravind Eye Care Syst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Aravind Eye Care Syst,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Agr & Rural Dev,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural & Rural Dev,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
KALAFONG HOSP,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,KALAFONG Hospital,Não cadastrar como instituição de ensino principal.,Alta
SUNGBOO Ind Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,SUNGBOO Ind Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Calif Environm Protect Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Calif Environment Protect Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Alibaba Beijing Software Serv Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Alibaba Beijing Software Serv Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Deyang Peoples Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Deyang Peoples Hospital,Não cadastrar como instituição de ensino principal.,Alta
Parenting Lifelong Hlth,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Parenting Lifelong Health,Não cadastrar como instituição de ensino principal.,Alta
Kitano Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Kitano Hospital,Não cadastrar como instituição de ensino principal.,Alta
JCHO Kumamoto Gen Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,JCHO Kumamoto Gen Hospital,Não cadastrar como instituição de ensino principal.,Alta
HOLISUN SRL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,HOLISUN SRL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
ZTE Corp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ZTE Corp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
MIRANDO Solut,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,MIRANDO Solut,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Intel Corp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Intel Corp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cybersecur Co NIKSUN Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Cybersecur Co NIKSUN Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
MIND Res Grp Model Intelligent Networks Dev,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,MIND Research Grp Model Intelligent Networks Dev,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Bharat Elect Ltd Ghaziabad,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Bharat Elect Ltd Ghaziabad,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Johns Hopkins Aramco Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Johns Hopkins Aramco Hospital,Não cadastrar como instituição de ensino principal.,Alta
Collison & Associates Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Collison & Associates Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Christian Med Coll & Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Christian Med College & Hospital,Não cadastrar como instituição de ensino principal.,Alta
Naruvi Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Naruvi Hospital,Não cadastrar como instituição de ensino principal.,Alta
Pun Hlaing Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Pun Hlaing Hospital,Não cadastrar como instituição de ensino principal.,Alta
Teleradiol Solut,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Teleradiol Solut,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Publ Hlth Thailand,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Publ Health Thailand,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Aapaavani Environm Solut,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Aapaavani Environment Solut,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cooper Machine Co Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Cooper Machine Co Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
ZenoRobotics LLC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,ZenoRobotics LLC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
British Geol Survey,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,British Geol Survey,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Quaker Chem India Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Quaker Chem India Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dept Int Dev,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Int Dev,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Agrisense BCS Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Agrisense BCS Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Yadavindra Dept Engn,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Yadavindra Department Engineering,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Lake St Consulting Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Lake St Consulting Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cincinnati Childrens Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Cincinnati Childrens Hospital,Não cadastrar como instituição de ensino principal.,Alta
Dept Comp Sci & Informat Engn,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Comp Science & Informat Engineering,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
AXIAL Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,AXIAL Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dist Hosp Samba,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Dist Hospital Samba,Não cadastrar como instituição de ensino principal.,Alta
Subdist Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Subdist Hospital,Não cadastrar como instituição de ensino principal.,Alta
Environm & Hlth Adm,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Environment & Health Adm,Não cadastrar como instituição de ensino principal.,Alta
DNDG Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,DNDG Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
SMART FARM COLAB Collaborat Lab Digital Innovat Ag,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,SMART FARM COLAB Collaborat Lab Digital Innovat Ag,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Govt Kerala,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt Kerala,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Ecodev Associates Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Ecodev Associates Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
UNITED MED & DENT SCH GUYS & ST THOMAS HOSP,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,UNITED MED & DENT SCH GUYS & ST THOMAS Hospital,Não cadastrar como instituição de ensino principal.,Alta
Govt Coll Engn,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt College Engineering,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Benha Teaching Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Benha Teaching Hospital,Não cadastrar como instituição de ensino principal.,Alta
Natl Biotechnol Res & Dev Agcy,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,National Biotechnol Research & Dev Agency,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Desa Engn SrL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Desa Engineering SrL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Publ Hlth,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Publ Health,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Fed Neuropsychiat Hosp Budo Egba,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Federal Neuropsychiat Hospital Budo Egba,Não cadastrar como instituição de ensino principal.,Alta
Fed Neuropsychiat Hosp Kaduna,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Federal Neuropsychiat Hospital Kaduna,Não cadastrar como instituição de ensino principal.,Alta
Mol Horizon Srl,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Mol Horizon Srl,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Smart Data Anal Syst Grp SDAS,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Smart Data Anal Syst Grp SDAS,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Zhejiang ZhongYan Ind Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Zhejiang ZhongYan Ind Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Yongtai Cty Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Yongtai Cty Hospital,Não cadastrar como instituição de ensino principal.,Alta
EarthSense Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,EarthSense Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Queens Med Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Queens Med Center,Não cadastrar como instituição de ensino principal.,Alta
Minist Culture Toursim & Civil Aviat,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Culture Toursim & Civil Aviat,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
VL Sustainabil Metr LTD,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,VL Sustainabil Metr LTD,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Valent BioSci LLC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Valent BioSci LLC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Geisinger Coll Hlth Sci,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Geisinger College Health Science,Não cadastrar como instituição de ensino principal.,Alta
Adv Cow Cooling Syst Co,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Adv Cow Cooling Syst Co,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hachaklait Vet Serv LTD,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hachaklait Vet Serv LTD,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Korea Elect Power Corp Res Inst KEPRI,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Korea Elect Power Corp Research Institute KEPRI,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Nodalpoint Syst,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Nodalpoint Syst,Padrão de empresa privada ou centro de P&D corporativo.,Alta
IREMTECH Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,IREMTECH Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
IBM Australia,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,IBM Australia,Padrão de empresa privada ou centro de P&D corporativo.,Alta
New South Wales Dept Climate Change Energy Environ,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,New South Wales Department Climate Change Energy Environ,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Lehigh Valley Hlth Network Cardiol & Crit Care,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Lehigh Valley Health Network Cardiol & Crit Care,Não cadastrar como instituição de ensino principal.,Alta
Odin Solut SL,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Odin Solut SL,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hydrocarbon Solut Thailand Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hydrocarbon Solut Thailand Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Lake Country Med Grp,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Lake Country Med Grp,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Brazilian Agr Res Corp EMBRAPA Environm,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Brazilian Agricultural Research Corp EMBRAPA Environment,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Washington Inst Hlth Sci,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Washington Institute Health Science,Não cadastrar como instituição de ensino principal.,Alta
Dept Architecture & Ind Design Luigi Vanvitelli,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Architecture & Ind Design Luigi Vanvitelli,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Zambia Elect Supply Corp Ltd ZESCO,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Zambia Elect Supply Corp Ltd ZESCO,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Dept Fibre Polymer & Mat Engn,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Department Fibre Polymer & Mat Engineering,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Hlth Biotechnol Joint Res & Applicat Ctr Excellenc,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Health Biotechnol Joint Research & Applicat Center Excellenc,Não cadastrar como instituição de ensino principal.,Alta
TEKHQS INC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,TEKHQS INC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Incontext Technol GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Incontext Technology GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
China Natl Hlth Dev Res Ctr,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,China National Health Dev Research Center,Não cadastrar como instituição de ensino principal.,Alta
Nexterity Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Nexterity Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Connected Wise LLC,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Connected Wise LLC,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Beijing Tiandi Rongchuang Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Beijing Tiandi Rongchuang Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Agr Pecuaria & Abastecimento,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural Pecuaria & Abastecimento,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Govt Coll Engn Srirangam,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt College Engineering Srirangam,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Maelan Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Maelan Hospital,Não cadastrar como instituição de ensino principal.,Alta
Algolysis Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Algolysis Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fraunhofer Inst Optron Syst Tech & Image Exploitat,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Fraunhofer Institute Optron Syst Technology & Image Exploitat,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Int Inst Appl Syst Anal,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Int Institute Appl Syst Anal,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Cogniser Thailand Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Cogniser Thailand Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Minist Hlth & Publ Hyg MSHP,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Health & Publ Hyg MSHP,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Fann Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Fann Hospital,Não cadastrar como instituição de ensino principal.,Alta
Minist Agr Ganaderia,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Agricultural Ganaderia,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Corp Bananera Nacl CORBANA,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Corp Bananera Nacl CORBANA,Padrão de empresa privada ou centro de P&D corporativo.,Alta
BV Raju Inst Technol Narsapur,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,BV Raju Institute Technology Narsapur,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Future Biogas Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Future Biogas Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hanwha Q Cells Amer Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hanwha Q Cells Amer Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
First Geodet Surveying Bridge Minist Nat Resource,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,First Geodet Surveying Bridge Ministry Nat Resource,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Chinese Acad Sci & Minist Water Resource,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Chinese Acad Science & Ministry Water Resource,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
2w2e Environm Consulting GmbH,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,2w2e Environment Consulting GmbH,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Yi Mu E Zhong Biotechnol Shandong Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Yi Mu E Zhong Biotechnol Shandong Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
PROFESS CORP,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,PROFESS CORP,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Montreal Clin Res Inst,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Montreal Clin Research Institute,Não cadastrar como instituição de ensino principal.,Alta
Info Valley Korea Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Info Valley Korea Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
GeneReach USA Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,GeneReach USA Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Zhejiang Jishun Plant Technol Co Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Zhejiang Jishun Plant Technology Co Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Genus Power Infrastruct Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Genus Power Infrastruct Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
United Nations Dev Programme,mover_para_organizacoes,organizacoes,Organismo internacional,United Nations Development Programme,Não é universidade.,Alta
Minist Commerce Govt Pakistan,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Ministry Commerce Govt Pakistan,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Bayer CropSci LP,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Bayer CropSci LP,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Stone Environm Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Stone Environment Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Huawei Technol,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Huawei Technology,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Hayan Grp BV,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Hayan Grp BV,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Plantedit Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Plantedit Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Fiona Stanley Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Fiona Stanley Hospital,Não cadastrar como instituição de ensino principal.,Alta
Govt Jharkhand,mover_para_organizacoes,organizacoes,Órgão público / agência / organismo internacional,Govt Jharkhand,"Padrão de ministério, governo, departamento ou agência. Não cadastrar como universidade.",Alta
Space neo Inc,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Space neo Inc,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Johndeere Pvt Ltd,mover_para_organizacoes,organizacoes,Empresa privada / centro corporativo,Johndeere Pvt Ltd,Padrão de empresa privada ou centro de P&D corporativo.,Alta
Christiana Care Hosp,mover_para_organizacoes,organizacoes,Hospital / clínica / centro médico,Christiana Care Hospital,Não cadastrar como instituição de ensino principal.,Alta
