valor_original,ocorrencias,categoria,acao_recomendada,country_name_sugerido,state_sigla_sugerido,state_name_sugerido,postal_code_sugerido,observacao
NM 88101 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NM,New Mexico,88101,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19122 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19122,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93405 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93405,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 95050 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,95050,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SD 57234 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SD,South Dakota,57234,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79915 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79915,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AZ 85282 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AZ,Arizona,85282,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AZ 85719 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AZ,Arizona,85719,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 08903 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,08903,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 90032 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,90032,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 20688 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,20688,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 19038 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,19038,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 62026 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,62026,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48009 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48009,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48307 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48307,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 53560 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,53560,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
ID 83338 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,ID,Idaho,83338,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27603 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27603,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 53713 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,53713,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60174 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60174,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80030 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80030,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76402 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76402,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CT 26505 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CT,Connecticut,26505,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 16057 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,16057,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76000 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76000,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WV 25430 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WV,West Virginia,25430,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 78406 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,78406,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 63005 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,63005,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98226 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98226,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94132 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94132,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KY 40404 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KY,Kentucky,40404,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55121 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55121,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KY 40545 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KY,Kentucky,40545,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21211 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21211,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02446 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02446,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94551 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94551,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 12180 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,12180,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AR 71601 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AR,Arkansas,71601,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MA 02118 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MA,Massachusetts,02118,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NC 27601 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NC,North Carolina,27601,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NJ 08543 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NJ,New Jersey,08543,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PR 00926 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PR,Puerto Rico,00926,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33158 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33158,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80216 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80216,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 93401 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,93401,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10025 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10025,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SD 57006 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SD,South Dakota,57006,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IN 47901 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IN,Indiana,47901,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AZ 85623 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AZ,Arizona,85623,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10031 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10031,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AR 72703 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AR,Arkansas,72703,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98225 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98225,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30313 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30313,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 43403 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,43403,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30307 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30307,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NE 68154 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NE,Nebraska,68154,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 79968 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,79968,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33326 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33326,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33016 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33016,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33143 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33143,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
FL 33433 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,FL,Florida,33433,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94710 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94710,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 61604 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,61604,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
SC 29403 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,SC,South Carolina,29403,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PA 17033 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PA,Pennsylvania,17033,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 31749 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,31749,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 71272 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,71272,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30318 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30318,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
KS 66045,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,KS,Kansas,66045,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 78596 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,78596,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 94607 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,94607,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 75034 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,75034,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98103 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98103,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 10458 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,10458,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76019 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76019,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
LA 70504 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,LA,Louisiana,70504,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
PR 00925 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,PR,Puerto Rico,00925,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WA 98122 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WA,Washington,98122,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
NY 13244 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,NY,New York,13244,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CA 95113 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CA,California,95113,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WV 25755 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WV,West Virginia,25755,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WV 25704 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WV,West Virginia,25704,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 37110 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,37110,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MN 55340 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MN,Minnesota,55340,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
WI 53562 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,WI,Wisconsin,53562,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
VA 22092 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,VA,Virginia,22092,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21224 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21224,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77710 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77710,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
CO 80218 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,CO,Colorado,80218,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 78041 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,78041,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OK 73034 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OK,Oklahoma,73034,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48504 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48504,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MO 63127 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MO,Missouri,63127,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 60642 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,60642,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TN 37932 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TN,Tennessee,37932,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
IL 62301 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,IL,Illinois,62301,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 76019,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,76019,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OR 97203,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OR,Oregon,97203,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 31907 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,31907,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
DE 19808 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,DE,Delaware,19808,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
GA 30022 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,GA,Georgia,30022,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 44195 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,44195,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
OH 43699 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,OH,Ohio,43699,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MI 48072 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MI,Michigan,48072,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 75229 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,75229,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
TX 77842 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,TX,Texas,77842,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
AL 36088 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,AL,Alabama,36088,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
MD 21251 USA,1,LOCALIDADE_EUA_NAO_PAIS,"Não adicionar em paises.csv. Corrigir para country_name=Estados Unidos, state_sigla e postal_code.",Estados Unidos,MD,Maryland,21251,"O valor está no formato Estado/território + CEP + USA, ou Estado/território + USA."
