nome_variacao_original,acao_recomendada,destino_sugerido,tipo_sugerido,nome_canonico_sugerido,variacao_a_adicionar,observacao,confianca
Univ Molise,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Molise,Univ Molise,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Inst Technol & Life Sci Natl Res Inst,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Institute Technology & Life Science National Research Institute,Inst Technol & Life Sci Natl Res Inst,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Cardenal Herrera,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Cardenal Herrera,Univ Cardenal Herrera,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Islamia Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Islamia College,Islamia Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
FATA Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,FATA University,FATA Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
LA TROBE UNIV,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,LA TROBE University,LA TROBE UNIV,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Vivekanandha Coll Engn Women Autonomous,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Vivekanandha College Engineering Women Autonomous,Vivekanandha Coll Engn Women Autonomous,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Paavai Coll Engn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Paavai College Engineering,Paavai Coll Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Politech Univ Bari,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Politech University Bari,Politech Univ Bari,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Philippines Banos,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Philippines Banos,Univ Philippines Banos,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Bamenda,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Bamenda,Univ Bamenda,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Sul Santa Catarina UNISUL,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sul Santa Catarina UNISUL,Univ Sul Santa Catarina UNISUL,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Oeste Santa Catarina UNOESC,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Oeste Santa Catarina UNOESC,Univ Oeste Santa Catarina UNOESC,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Zielona Gorai,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Zielona Gorai,Univ Zielona Gorai,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Int Univ Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Int University Science & Technology,Int Univ Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Birla Inst Technol & Sci BITS Pilani,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Birla Institute Technology & Science BITS Pilani,Birla Inst Technol & Sci BITS Pilani,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Poonch Rawalakot AJK,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Poonch Rawalakot AJK,Univ Poonch Rawalakot AJK,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Nacl Colombia Sede Palmira,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Nacl Colombia Sede Palmira,Univ Nacl Colombia Sede Palmira,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Puerto Rico Mayaguez,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Puerto Rico Mayaguez,Univ Puerto Rico Mayaguez,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Pontifical Catholic Univ Parana PUCPR,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Pontifical Catholic University Parana PUCPR,Pontifical Catholic Univ Parana PUCPR,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Pontifical Catholic Univ Rio Janeiro PUC Rio,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Pontifical Catholic University Rio Janeiro PUC Rio,Pontifical Catholic Univ Rio Janeiro PUC Rio,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Punjab Agr Univ Ludhiana,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Punjab Agricultural University Ludhiana,Punjab Agr Univ Ludhiana,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Quebec Montreal UQAM,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Quebec Montreal UQAM,Univ Quebec Montreal UQAM,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
AIMST Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,AIMST University,AIMST Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shaheed Benazir Bhutto Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shaheed Benazir Bhutto University,Shaheed Benazir Bhutto Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sule Lamido Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sule Lamido University,Sule Lamido Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ukrainian Univ Europe Fdn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ukrainian University Europe Fdn,Ukrainian Univ Europe Fdn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Dmytro Motornyi Tavria State Agrotechnol Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Dmytro Motornyi Tavria State Agrotechnol University,Dmytro Motornyi Tavria State Agrotechnol Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Podillia State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Podillia State University,Podillia State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Eastern European State Coll Higher Educ Przemysl,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Eastern European State College Higher Educ Przemysl,Eastern European State Coll Higher Educ Przemysl,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Dist Francisco Jose De Caldas,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Dist Francisco Jose De Caldas,Univ Dist Francisco Jose De Caldas,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Eduardo Mondlane Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Eduardo Mondlane University,Eduardo Mondlane Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Pungue,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Pungue,Univ Pungue,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Tien Giang Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Tien Giang University,Tien Giang Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Dhonburi Rajabhat Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Dhonburi Rajabhat University,Dhonburi Rajabhat Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
NE Agr Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,NE Agricultural University,NE Agr Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
CanikBasari Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,CanikBasari University,CanikBasari Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Carabobo,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Carabobo,Univ Carabobo,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Redeemers Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Redeemers University,Redeemers Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Fed Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Federal University,Fed Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Solent Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Solent University,Solent Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Bucharest ICUB,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Bucharest ICUB,Univ Bucharest ICUB,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sree Sakthi Engn Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sree Sakthi Engineering College,Sree Sakthi Engn Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
KIT Kalaignarkarunanidhi Inst Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,KIT Kalaignarkarunanidhi Institute Technology,KIT Kalaignarkarunanidhi Inst Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Amsterdam Univ Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Amsterdam University College,Amsterdam Univ Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
TOBB Univ Econ & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,TOBB University Econ & Technology,TOBB Univ Econ & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shijiazhuang Tiedao Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shijiazhuang Tiedao University,Shijiazhuang Tiedao Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Town,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Town,Univ Town,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jawaharlal Technol Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jawaharlal Technology University,Jawaharlal Technol Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Sri Vidyanikethan Engn Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Sri Vidyanikethan Engineering College,Sri Vidyanikethan Engn Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Mosul,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Mosul,Univ Mosul,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Cihan Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Cihan University,Cihan Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Paisij Hilendarski Univ Plovdiv,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Paisij Hilendarski University Plovdiv,Paisij Hilendarski Univ Plovdiv,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
PSG Coll Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,PSG College Technology,PSG Coll Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Yanshan Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Yanshan University,Yanshan Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Reg Integrated Univ Alto Uruguay & Missoes,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Reg Integrated University Alto Uruguay & Missoes,Reg Integrated Univ Alto Uruguay & Missoes,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Hunan Univ Humanities Sci & Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Hunan University Humanities Science & Technology,Hunan Univ Humanities Sci & Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Estadual Mato Grosso do Sul UEMS,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Estadual Mato Grosso do Sul UEMS,Univ Estadual Mato Grosso do Sul UEMS,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Fed Grande Dourados UFGD,adicionar_como_variacao,instituicoes,Universidade,Universidade Federal da Grande Dourados,Univ Fed Grande Dourados UFGD,Corrigir nome oficial.,Alta
Univ Koblenz Landau,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Koblenz Landau,Univ Koblenz Landau,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Appl Sci Upper Austria,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Appl Science Upper Austria,Univ Appl Sci Upper Austria,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Peruana Ciencias Aplicadas UPC,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Peruana Ciencias Aplicadas UPC,Univ Peruana Ciencias Aplicadas UPC,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Mohaghegh,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Mohaghegh,Univ Mohaghegh,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Horus Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Horus University,Horus Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Punjab Lahore,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Punjab Lahore,Univ Punjab Lahore,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Artois Unilasalle,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Artois Unilasalle,Univ Artois Unilasalle,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Loyola Inst Technol & Sci,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Loyola Institute Technology & Science,Loyola Inst Technol & Sci,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
T John Inst Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,T John Institute Technology,T John Inst Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Nacl UNA,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Nacl UNA,Univ Nacl UNA,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Pungue Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Pungue University,Pungue Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Estado Rio De Janeiro,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Estado Rio De Janeiro,Univ Estado Rio De Janeiro,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Liaoning Shihua Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Liaoning Shihua University,Liaoning Shihua Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Nalt I Lan Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Nalt I Lan University,Nalt I Lan Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Continuing Educ Krems,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Continuing Educ Krems,Univ Continuing Educ Krems,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
IMC Univ Appl Sci Krems,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,IMC University Appl Science Krems,IMC Univ Appl Sci Krems,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Franca,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Franca,Univ Franca,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Mt Carmel Coll Autonomous,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Mt Carmel College Autonomous,Mt Carmel Coll Autonomous,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Coll Environm,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,College Environment,Coll Environm,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
SZABIST Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,SZABIST University,SZABIST Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Mil Univ Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Mil University Technology,Mil Univ Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Chaudhary Devi Lal Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Chaudhary Devi Lal University,Chaudhary Devi Lal Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Trinity Med Sci Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Trinity Med Science University,Trinity Med Sci Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jinnah Med & Dent Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jinnah Med & Dent College,Jinnah Med & Dent Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Windsor Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Windsor University,Windsor Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Northern Ontario Sch Med,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Northern Ontario Sch Med,Northern Ontario Sch Med,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Lithuania Business Univ Appl Sci,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Lithuania Business University Appl Science,Lithuania Business Univ Appl Sci,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Deemed be Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Deemed be University,Deemed be Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Wachemo Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Wachemo University,Wachemo Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
SPMVV Womens Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,SPMVV Womens University,SPMVV Womens Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shaanxi Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shaanxi University,Shaanxi Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Preston Univ Islamabad,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Preston University Islamabad,Preston Univ Islamabad,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Astana IT Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Astana IT University,Astana IT Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Wilkes Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Wilkes University,Wilkes Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Int Integrat Afrobrazilian Lusophony Unilab,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Int Integrat Afrobrazilian Lusophony Unilab,Univ Int Integrat Afrobrazilian Lusophony Unilab,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Brasilia Univ UNB,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Brasilia University UNB,Brasilia Univ UNB,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Nanchang Normal Coll Appl Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Nanchang Normal College Appl Technology,Nanchang Normal Coll Appl Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jesuit High Sch,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jesuit High Sch,Jesuit High Sch,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Jawaharlal Nehru Technol Univ Kakinada JNTUK,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Jawaharlal Nehru Technology University Kakinada JNTUK,Jawaharlal Nehru Technol Univ Kakinada JNTUK,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
State Univ Appl Sci Nowy Sacz,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,State University Appl Science Nowy Sacz,State Univ Appl Sci Nowy Sacz,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Motilal Nehru Natl Inst Technol,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Motilal Nehru National Institute Technology,Motilal Nehru Natl Inst Technol,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
SBB Univ Sheringal,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,SBB University Sheringal,SBB Univ Sheringal,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Salem State Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Salem State University,Salem State Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Hubei Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Hubei University,Hubei Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
M S Ramaiah Coll Arts Sci & Commerce,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,M S Ramaiah College Arts Science & Commerce,M S Ramaiah Coll Arts Sci & Commerce,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Natl Univ Comp & Emerging Sci NUCES,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,National University Comp & Emerging Science NUCES,Natl Univ Comp & Emerging Sci NUCES,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Innopolis Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Innopolis University,Innopolis Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Fed Univ Pampa,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Federal University Pampa,Fed Univ Pampa,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Aydin Adnan Menderes Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Aydin Adnan Menderes University,Aydin Adnan Menderes Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Philippines Open Univ,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Philippines Open University,Univ Philippines Open Univ,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Port Harcourt,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Port Harcourt,Univ Port Harcourt,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Philippines Manila,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Philippines Manila,Univ Philippines Manila,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Univ Sierra Leone,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,University Sierra Leone,Univ Sierra Leone,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Guizhou Nursing Vocat Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Guizhou Nursing Vocat College,Guizhou Nursing Vocat Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Hanover High Sch,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Hanover High Sch,Hanover High Sch,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
VR Siddhartha Engn Coll,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,VR Siddhartha Engineering College,VR Siddhartha Engn Coll,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Shivnagar Vidya Prasarak Mandals Coll Engn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Shivnagar Vidya Prasarak Mandals College Engineering,Shivnagar Vidya Prasarak Mandals Coll Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
Ajeenkya DY Patil Sch Engn,adicionar_como_variacao_ou_validar_canonico,instituicoes,Instituição de Ensino Superior,Ajeenkya DY Patil Sch Engineering,Ajeenkya DY Patil Sch Engn,Parece instituição acadêmica; cadastrar nome oficial completo e manter esta forma em variations.,Média
